bag,duration_s,min_distance_m,collision,collision_time_s,collision_pct,unsafe_time_s,unsafe_pct,avg_linear_v,max_linear_v,avg_abs_angular_w,closest_sphere_id,closest_sphere_min_m,experiment_success
9_shp.bag,30.10,0.769,False,0.00,0.00,0.00,0.00,0.429,0.857,0.121,7,0.769,True
